M031,0,117.4600882,-2.205760273,16.70072484,77.54294112,140.1755068,17.38496959,102.2646425,116.8940635,16.94667472,4.30525794,18.787341,569.0062029,14.57312676,0.230095115,16.69873315,127.1904377,107.831,-7.93793,8.64678,0,132.1,16.6656,93.8845,93.8845,124.539,2.33215,19.9933,134.228,146.719,18.7927,108.651,146.719,124.539,2.33215,19.9933,134.228,146.719,18.7927,108.651,146.719
M031,1,112.5551818,-4.742827817,14.45451074,97.29751707,130.9861249,14.47190643,101.6314145,112.7577776,54.66101422,13.10992619,17.02297984,182.0335533,21.56319502,0.129200382,58.44589542,122.0924134,96.9559,-10,7.4001,0,116.211,13.8443,86.8556,87.0624,126.215,2.59277,20,120.24,140.044,15.4572,113.996,140.044,126.215,2.59277,20,120.24,140.044,15.4572,113.996,140.044
F076,0,91.86803725,5.75412347,11.46279289,80.60917412,116.2919735,2.171750313,70.1431791,91.74794669,13.28149246,1.750101316,19.9334569,211.1155546,7.221465744,0.003533859,24.83324498,233.4334973,84.3068,2.75269,5.15331,0,111.327,2.04925,59.9541,59.9541,99.1002,7.7478,17.5387,103.448,123.912,2.29034,79.2744,124.916,99.1002,7.7478,17.5387,103.448,123.912,2.29034,79.2744,124.916
F076,1,111.6772902,7.869759537,8.651429157,92.6692574,126.3983085,0.362635669,87.90244643,123.6999989,1744.315513,1.605795216,26.51461141,1358.273722,2580.295807,0.48215277,1403.747116,439.1909681,0,1.18866,0,0,0,-0.00457852,0,-4.06266,145.519,8.77655,19.9867,180.18,225.712,4.41894,126.836,225.712,145.519,8.77655,19.9867,180.18,225.712,4.41894,126.836,225.712
F040,0,104.0408121,2.732068553,11.43881574,85.04753986,134.0975996,3.399784247,88.49694322,103.7202666,27.89808108,1.647551781,15.92447098,259.8961059,9.518745812,0.005548931,26.2738949,195.3836154,95.1944,-0.0799561,0,0,125.655,3.30505,75.9362,75.9362,113.864,5.15533,16.802,157.48,141.312,3.52325,97.8266,141.312,113.864,5.15533,16.802,157.48,141.312,3.52325,97.8266,141.312
F040,1,78.94679246,-0.12456673,17.74436419,86.58664802,109.9324147,5.313574261,63.7293367,78.48284466,21.92919217,18.13889755,6.894234101,56.51715349,11.51197911,78.33934481,23.00153096,191.4944724,72.3657,-8.03711,11.9,72.3764,103.971,0.0518789,52.037,52.037,90.1847,5.53955,20,103.627,117.59,26.4038,72.598,117.59,90.1847,5.53955,20,103.627,117.59,26.4038,72.598,117.59
F014,0,61.11227266,5.627152347,17.20534771,93.85116176,87.52105906,8.631712875,47.42150966,61.05009077,17.23717002,0.07168253,9.03516557,94.09828902,8.698345378,0.467747881,15.18494363,153.7665674,55.2254,4.82849,12.333,48.8202,82.3763,6.10504,41.5792,41.5792,70.6148,6.27136,20,113.208,93.2476,9.37347,55.1388,93.2476,70.6148,6.27136,20,113.208,93.2476,9.37347,55.1388,93.2476
F014,1,49.10713269,6.919339999,14.48623156,92.85685366,67.03355122,5.147453604,37.15912842,48.99985157,23.96260584,0.119913793,18.38337619,460.3137515,25.0338342,0.029314987,19.36343795,109.0947575,41.0568,5.72815,7.62389,0,59.0383,4.84772,30.3829,30.3829,59.8162,7.99866,19.3924,180.18,81.9331,5.54199,47.783,81.9331,59.8162,7.99866,19.3924,180.18,81.9331,5.54199,47.783,81.9331
M002,0,89.58639571,-9.238479145,12.9055392,72.49202041,120.2533034,6.563605868,78.84701234,90.45798307,113.695855,1.145925093,6.808371887,128.2790307,212.4012566,0.04690524,7.530618179,127.3063127,0,-10,7.3928,26.5957,0,6.21338,73.4842,73.4842,95.907,-5.53528,14.8112,93.75,132.184,7.06482,84.8282,132.184,95.907,-5.53528,14.8112,93.75,132.184,7.06482,84.8282,132.184
M002,1,89.64502787,-8.971660679,13.2340305,74.16728294,112.1427558,7.467844127,80.52720066,91.5994004,280.6979359,1.408671201,13.52888643,158.4295006,447.6683188,0.061963523,37.13581861,107.370622,0,-10,8.66676,27.0149,0,7.14111,0,56.1433,101.546,-2.3819,20,94.0439,127.811,8.07342,90.5593,127.811,101.546,-2.3819,20,94.0439,127.811,8.07342,90.5593,127.811
M051,0,81.77919946,0.172827183,10.44990432,63.6519189,144.9313617,8.17312462,59.45511665,81.72262499,6.877250446,1.845442148,19.88427479,48.36386606,23.88982444,0.02035199,9.071144938,300.4312713,77.8812,-3.70514,7.54622,30.9278,131.622,7.9483,0,55.2866,86.0463,3.59009,19.4112,73.0816,152.065,8.45947,69.2598,152.065,86.0463,3.59009,19.4112,73.0816,152.065,8.45947,69.2598,152.065
M051,1,96.22418592,-1.332279538,18.26996639,70.19784947,116.890725,9.80082809,84.86671994,98.71677926,49.20331646,0.781367271,12.28309633,554.0776929,32.94509961,0.118214896,86.32401468,193.0063608,84.9046,-4.99359,10.3663,0,105.566,8.84552,0,75.6998,116.198,2.49725,20,168.539,161.164,10.6766,96.1131,161.164,116.198,2.49725,20,168.539,161.164,10.6766,96.1131,161.164
F033,0,72.71877747,-6.487603779,12.63239933,76.70392646,108.0253137,3.390362401,53.2069662,72.6746569,7.758948928,1.441153215,19.10760378,125.4607447,6.143651311,0.037379229,9.119675265,220.1592826,67.6927,-8.28186,9.0036,0,102.524,3.08075,49.0237,49.0237,76.5986,-4.51111,19.3986,96.7742,112.952,3.81317,61.2835,112.952,76.5986,-4.51111,19.3986,96.7742,112.952,3.81317,61.2835,112.952
F033,1,60.74989498,0.705715211,15.41959715,97.26344146,72.11327015,3.236931923,48.24250372,61.52548405,301.5721436,4.599806651,11.43080323,327.0343951,498.9653367,0.58623422,39.97367951,145.6913241,0,-4.26697,10.7431,37.5235,0,1.89361,34.7551,34.7551,80.9607,4.57062,20,117.647,108.846,4.60968,57.9748,108.846,80.9607,4.57062,20,117.647,108.846,4.60968,57.9748,108.846
F078,0,91.06184714,-2.472799903,15.50742024,77.15392007,109.6483191,16.43156879,81.69491394,90.70581988,12.06789465,6.997901996,5.170267307,248.1525655,7.758536872,0.049310078,15.8891802,73.09246913,84.9292,-9.45587,10.0318,0,103.217,16.0919,74.629,74.629,97.6759,2.16095,17.0213,128.755,114.587,16.861,88.4209,114.587,97.6759,2.16095,17.0213,128.755,114.587,16.861,88.4209,114.587
